,Subscription Type,Monthly Revenue,Join Date,Last Payment Date,Country,Age,Gender,Device,Plan Duration,Join year,Join month,Last Payment year,Last Payment month,Account Since,subscription type_Basic,subscription type_Premium,subscription type_Standard,Country_type_Australia,Country_type_Brazil,Country_type_Canada,Country_type_France,Country_type_Germany,Country_type_Italy,Country_type_Mexico,Country_type_Spain,Country_type_United Kingdom,Country_type_United States,Device_type_Laptop,Device_type_Smart TV,Device_type_Smartphone,Device_type_Tablet,Device_type_Laptop,Device_type_Smart TV,Device_type_Smartphone,Device_type_Tablet,Age_bins
2105,Premium,10,2022-06-11,2023-09-07,Spain,28,Female,Smartphone,1,2022,6,2023,9,433,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,18-27
2106,Standard,14,2022-07-11,2023-07-07,Spain,32,Female,Smart TV,1,2022,7,2023,7,403,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,28-37
2107,Basic,15,2022-08-11,2023-10-07,United States,50,Female,Smartphone,1,2022,8,2023,10,372,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,48-57
2108,Standard,12,2022-09-11,2023-10-07,Canada,44,Male,Tablet,1,2022,9,2023,10,341,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,38-47
2109,Premium,14,2022-10-11,2023-10-07,United States,44,Female,Smartphone,1,2022,10,2023,10,311,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,38-47
2110,Basic,14,2022-09-11,2023-09-07,United States,47,Male,Laptop,1,2022,9,2023,9,341,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,38-47
2111,Premium,15,2022-09-11,2023-10-07,Canada,39,Female,Smart TV,1,2022,9,2023,10,341,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,38-47
2112,Standard,11,2022-07-11,2023-10-07,United Kingdom,44,Female,Tablet,1,2022,7,2023,10,403,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,38-47
2113,Basic,12,2022-03-11,2023-10-07,Australia,46,Female,Tablet,1,2022,3,2023,10,525,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,38-47
2114,Standard,10,2022-04-11,2023-08-07,Germany,31,Female,Laptop,1,2022,4,2023,8,494,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,28-37
2115,Premium,12,2022-01-11,2023-10-07,France,33,Female,Tablet,1,2022,1,2023,10,584,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,28-37
2116,Basic,13,2022-10-27,2023-09-07,Brazil,27,Male,Laptop,1,2022,10,2023,9,295,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,18-27
2117,Standard,10,2022-10-23,2023-10-07,Mexico,34,Male,Smart TV,1,2022,10,2023,10,299,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,28-37
2118,Premium,14,2022-10-14,2023-09-07,Spain,48,Male,Laptop,1,2022,10,2023,9,308,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,38-47
2119,Basic,14,2022-09-28,2023-10-07,Italy,39,Female,Smart TV,1,2022,9,2023,10,324,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,38-47
2120,Premium,14,2022-09-25,2023-09-07,Spain,39,Male,Laptop,1,2022,9,2023,9,327,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,38-47
2121,Basic,11,2022-09-23,2023-10-07,Spain,48,Female,Smart TV,1,2022,9,2023,10,329,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,38-47
2122,Standard,12,2022-09-23,2023-09-07,United States,37,Female,Tablet,1,2022,9,2023,9,329,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,28-37
2123,Standard,14,2022-09-14,2023-11-07,Canada,40,Male,Laptop,1,2022,9,2023,11,338,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,38-47
2124,Basic,14,2022-05-09,2023-09-07,United States,41,Female,Smartphone,1,2022,5,2023,9,466,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,38-47
2125,Premium,12,2022-08-13,2023-09-07,United States,35,Female,Smartphone,1,2022,8,2023,9,370,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,28-37
2126,Basic,15,2022-12-08,2023-09-07,Canada,46,Male,Smartphone,1,2022,12,2023,9,253,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,38-47
2127,Standard,10,2022-10-08,2023-11-07,United Kingdom,28,Female,Tablet,1,2022,10,2023,11,314,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,18-27
2128,Premium,14,2022-05-08,2023-09-07,Australia,29,Female,Laptop,1,2022,5,2023,9,467,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,28-37
2129,Basic,10,2022-04-08,2023-12-07,Germany,46,Female,Tablet,1,2022,4,2023,12,497,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,38-47
2130,Premium,11,2022-07-28,2023-09-07,France,35,Male,Laptop,1,2022,7,2023,9,386,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,28-37
2131,Basic,12,2022-07-24,2023-11-07,Brazil,27,Male,Smart TV,1,2022,7,2023,11,390,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,18-27
2132,Standard,11,2022-07-22,2023-09-07,Mexico,38,Male,Laptop,1,2022,7,2023,9,392,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,28-37
2133,Standard,13,2022-07-22,2023-12-07,Spain,43,Male,Smart TV,1,2022,7,2023,12,392,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,38-47
2134,Basic,15,2022-07-19,2023-09-07,Italy,31,Female,Smartphone,1,2022,7,2023,9,395,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,28-37
2135,Premium,13,2022-07-17,2023-10-07,Spain,29,Female,Tablet,1,2022,7,2023,10,397,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,28-37
2136,Basic,10,2022-07-16,2023-09-07,Spain,34,Female,Tablet,1,2022,7,2023,9,398,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,28-37
2137,Standard,11,2022-12-07,2023-12-07,United States,39,Male,Smartphone,1,2022,12,2023,12,254,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,38-47
2138,Premium,14,2022-12-07,2023-08-07,Canada,34,Female,Smartphone,1,2022,12,2023,8,254,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,28-37
2139,Basic,14,2022-07-13,2023-10-07,United States,51,Male,Tablet,1,2022,7,2023,10,401,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,48-57
2140,Premium,14,2022-07-13,2023-09-07,United States,47,Female,Tablet,1,2022,7,2023,9,401,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,38-47
2141,Basic,12,2022-07-13,2023-11-07,Canada,46,Male,Smartphone,1,2022,7,2023,11,401,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,38-47
2142,Standard,12,2022-07-14,2023-08-07,United Kingdom,46,Female,Smartphone,1,2022,7,2023,8,400,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,38-47
2143,Standard,14,2022-07-15,2023-10-07,Australia,47,Female,Smartphone,1,2022,7,2023,10,399,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,38-47
2144,Basic,14,2022-07-16,2023-09-07,Germany,40,Female,Smart TV,1,2022,7,2023,9,398,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,38-47
2145,Premium,12,2022-07-18,2023-11-07,France,41,Female,Tablet,1,2022,7,2023,11,396,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,38-47
2146,Basic,12,2022-07-23,2023-09-07,Brazil,30,Female,Smartphone,1,2022,7,2023,9,391,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,28-37
2147,Standard,12,2022-07-25,2023-11-07,Mexico,31,Female,Tablet,1,2022,7,2023,11,389,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,28-37
2148,Premium,14,2022-07-30,2023-09-07,Spain,42,Male,Smart TV,1,2022,7,2023,9,384,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,38-47
2149,Basic,12,2022-06-08,2023-11-07,Italy,46,Female,Tablet,1,2022,6,2023,11,436,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,38-47
2150,Premium,13,2022-08-14,2023-08-07,Spain,34,Female,Smart TV,1,2022,8,2023,8,369,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,28-37
2151,Basic,14,2022-08-23,2023-12-07,Spain,42,Male,Laptop,1,2022,8,2023,12,360,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,38-47
2152,Standard,13,2022-08-27,2023-09-07,United States,45,Male,Tablet,1,2022,8,2023,9,356,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,38-47
2153,Standard,12,2022-08-29,2023-10-07,Canada,30,Male,Smart TV,1,2022,8,2023,10,354,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,28-37
2154,Basic,12,2022-01-09,2023-09-07,United States,44,Male,Smartphone,1,2022,1,2023,9,586,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,38-47
2155,Premium,10,2022-07-09,2023-07-13,United States,37,Male,Smart TV,1,2022,7,2023,7,405,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,28-37
2156,Basic,10,2022-09-13,2023-10-07,Canada,43,Male,Smart TV,1,2022,9,2023,10,339,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,38-47
2157,Standard,12,2022-09-14,2023-10-07,United Kingdom,46,Male,Smartphone,1,2022,9,2023,10,338,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,38-47
2158,Premium,11,2022-09-17,2023-12-07,Australia,40,Female,Tablet,1,2022,9,2023,12,335,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,38-47
2159,Basic,11,2022-09-23,2023-12-07,Germany,45,Female,Smartphone,1,2022,9,2023,12,329,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,38-47
2160,Premium,10,2022-09-27,2023-09-07,France,48,Female,Smartphone,1,2022,9,2023,9,325,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,38-47
2161,Basic,10,2022-03-10,2023-10-07,Brazil,43,Female,Tablet,1,2022,3,2023,10,526,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,38-47
2162,Standard,13,2022-10-10,2023-11-07,Mexico,48,Male,Smart TV,1,2022,10,2023,11,312,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,38-47
2163,Standard,10,2022-12-10,2023-11-07,Spain,32,Female,Smartphone,1,2022,12,2023,11,251,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,28-37
2164,Basic,12,2022-10-14,2023-08-07,Italy,38,Male,Laptop,1,2022,10,2023,8,308,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,28-37
2165,Premium,13,2022-10-16,2023-10-07,Spain,50,Male,Smartphone,1,2022,10,2023,10,306,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,48-57
2166,Basic,11,2022-10-18,2023-11-07,Spain,33,Female,Laptop,1,2022,10,2023,11,304,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,28-37
2167,Standard,14,2022-10-20,2023-10-07,United States,27,Male,Smart TV,1,2022,10,2023,10,302,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,18-27
2168,Premium,12,2022-10-22,2023-08-07,Canada,47,Male,Tablet,1,2022,10,2023,8,300,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,38-47
2169,Basic,12,2022-10-25,2023-10-07,United States,35,Female,Smart TV,1,2022,10,2023,10,297,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,28-37
2170,Basic,12,2022-10-26,2023-11-07,United States,41,Male,Tablet,1,2022,10,2023,11,296,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,38-47
2171,Basic,14,2022-10-29,2023-10-07,Canada,39,Female,Smart TV,1,2022,10,2023,10,293,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,38-47
2172,Standard,13,2022-10-31,2023-07-07,United Kingdom,46,Female,Smartphone,1,2022,10,2023,7,291,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,38-47
2173,Premium,14,2022-04-11,2023-11-07,Australia,33,Female,Smartphone,1,2022,4,2023,11,494,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,28-37
2174,Basic,11,2022-06-11,2023-10-07,Germany,30,Male,Laptop,1,2022,6,2023,10,433,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,28-37
2175,Basic,13,2022-07-11,2023-10-07,France,46,Male,Tablet,1,2022,7,2023,10,403,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,38-47
2176,Premium,15,2022-08-11,2023-09-07,Brazil,42,Female,Tablet,1,2022,8,2023,9,372,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,38-47
2177,Standard,11,2022-09-11,2023-11-07,Mexico,28,Female,Tablet,1,2022,9,2023,11,341,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,18-27
2178,Standard,10,2022-10-11,2023-10-07,Spain,40,Male,Smart TV,1,2022,10,2023,10,311,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,38-47
2179,Basic,14,2022-10-11,2023-10-07,Italy,31,Female,Smart TV,1,2022,10,2023,10,311,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,28-37
2180,Premium,13,2022-10-11,2023-09-07,Spain,27,Male,Laptop,1,2022,10,2023,9,311,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,18-27
2181,Standard,14,2022-09-11,2023-10-07,Spain,45,Female,Tablet,1,2022,9,2023,10,341,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,38-47
2182,Basic,10,2022-09-11,2023-10-07,United States,49,Female,Smart TV,1,2022,9,2023,10,341,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,48-57
2183,Standard,12,2022-06-11,2023-11-07,Canada,28,Male,Tablet,1,2022,6,2023,11,433,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,18-27
2184,Premium,14,2022-03-11,2023-08-07,United States,33,Male,Smart TV,1,2022,3,2023,8,525,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,28-37
2185,Basic,15,2022-10-27,2023-11-07,United States,38,Male,Smart TV,1,2022,10,2023,11,295,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,28-37
2186,Premium,15,2022-10-28,2023-10-07,Canada,44,Male,Tablet,1,2022,10,2023,10,294,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,38-47
2187,Standard,15,2022-10-18,2023-10-07,United Kingdom,34,Female,Laptop,1,2022,10,2023,10,304,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,28-37
2188,Basic,15,2022-04-10,2023-09-07,Australia,35,Male,Laptop,1,2022,4,2023,9,495,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,28-37
2189,Standard,10,2022-09-29,2023-10-07,Germany,47,Male,Tablet,1,2022,9,2023,10,323,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,38-47
2190,Premium,12,2022-09-29,2023-10-07,France,30,Male,Smartphone,1,2022,9,2023,10,323,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,28-37
2191,Basic,12,2022-09-23,2023-10-07,Brazil,50,Female,Smart TV,1,2022,9,2023,10,329,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,48-57
2192,Standard,12,2022-09-17,2023-09-07,Mexico,32,Male,Laptop,1,2022,9,2023,9,335,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,28-37
2193,Premium,14,2022-12-09,2023-12-07,Spain,36,Female,Smart TV,1,2022,12,2023,12,252,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,28-37
2194,Basic,14,2022-08-16,2023-10-07,Italy,40,Female,Smart TV,1,2022,8,2023,10,367,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,38-47
2195,Premium,15,2022-08-16,2023-09-07,Spain,39,Male,Smartphone,1,2022,8,2023,9,367,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,38-47
2196,Basic,11,2022-08-13,2023-10-07,Spain,28,Male,Smartphone,1,2022,8,2023,10,370,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,18-27
2197,Standard,12,2022-12-08,2023-11-07,United States,29,Female,Smart TV,1,2022,12,2023,11,253,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,28-37
2198,Standard,14,2022-08-13,2023-09-07,Canada,49,Male,Tablet,1,2022,8,2023,9,370,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,48-57
2199,Basic,14,2022-07-30,2023-12-07,United States,40,Male,Laptop,1,2022,7,2023,12,384,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,38-47
2200,Premium,12,2022-07-25,2023-10-07,United States,29,Male,Laptop,1,2022,7,2023,10,389,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,28-37
2201,Basic,14,2022-07-25,2023-11-07,Canada,35,Female,Tablet,1,2022,7,2023,11,389,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,28-37
2202,Standard,14,2022-07-26,2023-10-07,United Kingdom,44,Male,Smartphone,1,2022,7,2023,10,388,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,38-47
2203,Premium,11,2022-07-25,2023-07-13,Australia,39,Male,Smart TV,1,2022,7,2023,7,389,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,38-47
2204,Basic,12,2022-07-23,2023-09-07,Germany,27,Male,Smart TV,1,2022,7,2023,9,391,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,18-27
2205,Premium,11,2022-07-18,2023-11-07,France,31,Male,Smart TV,1,2022,7,2023,11,396,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,28-37
2206,Basic,13,2022-07-13,2023-10-07,Brazil,39,Female,Laptop,1,2022,7,2023,10,401,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,38-47
2207,Standard,13,2022-07-13,2023-12-07,Mexico,44,Male,Laptop,1,2022,7,2023,12,401,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,38-47
2208,Standard,10,2022-07-13,2023-09-07,Spain,48,Female,Tablet,1,2022,7,2023,9,401,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,38-47
2209,Basic,11,2022-07-13,2023-11-07,Italy,27,Male,Smartphone,1,2022,7,2023,11,401,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,18-27
2210,Premium,13,2022-07-13,2023-09-07,Spain,27,Male,Laptop,1,2022,7,2023,9,401,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,18-27
2211,Basic,14,2022-07-14,2023-11-07,Spain,41,Male,Smart TV,1,2022,7,2023,11,400,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,38-47
2212,Standard,15,2022-07-15,2023-09-07,United States,44,Female,Tablet,1,2022,7,2023,9,399,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,38-47
2213,Premium,12,2022-07-16,2023-12-07,Canada,29,Female,Tablet,1,2022,7,2023,12,398,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,28-37
2214,Basic,13,2022-07-18,2023-09-07,United States,42,Female,Smartphone,1,2022,7,2023,9,396,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,38-47
2215,Premium,15,2022-07-21,2023-11-07,United States,45,Female,Smart TV,1,2022,7,2023,11,393,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,38-47
2216,Basic,11,2022-07-24,2023-09-07,Canada,39,Female,Tablet,1,2022,7,2023,9,390,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,38-47
2217,Standard,15,2022-07-29,2023-12-07,United Kingdom,41,Female,Tablet,1,2022,7,2023,12,385,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,38-47
2218,Standard,10,2022-06-08,2023-10-07,Australia,41,Female,Laptop,1,2022,6,2023,10,436,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,38-47
2219,Basic,15,2022-11-08,2023-11-07,Germany,41,Male,Smartphone,1,2022,11,2023,11,283,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,38-47
2220,Premium,14,2022-08-16,2023-09-07,France,47,Female,Smart TV,1,2022,8,2023,9,367,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,38-47
2221,Basic,10,2022-08-21,2023-07-13,Brazil,49,Female,Smartphone,1,2022,8,2023,7,362,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,48-57
2222,Standard,12,2022-08-22,2023-10-07,Mexico,29,Male,Laptop,1,2022,8,2023,10,361,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,28-37
2223,Premium,10,2022-08-24,2023-10-07,Spain,33,Male,Tablet,1,2022,8,2023,10,359,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,28-37
2224,Basic,13,2022-02-09,2023-12-07,Italy,45,Female,Smart TV,1,2022,2,2023,12,555,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,38-47
2225,Premium,13,2022-06-09,2023-07-13,Spain,41,Female,Laptop,1,2022,6,2023,7,435,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,38-47
2226,Basic,11,2022-11-09,2023-10-07,Spain,31,Male,Laptop,1,2022,11,2023,10,282,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,28-37
2227,Standard,15,2022-09-16,2023-10-07,United States,51,Male,Tablet,1,2022,9,2023,10,336,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,48-57
2228,Standard,11,2022-09-22,2023-12-07,Canada,43,Female,Smartphone,1,2022,9,2023,12,330,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,38-47
2229,Basic,12,2022-09-26,2023-12-07,United States,33,Female,Laptop,1,2022,9,2023,12,326,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,28-37
2230,Premium,10,2022-02-10,2023-09-07,United States,47,Female,Smartphone,1,2022,2,2023,9,554,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,38-47
2231,Basic,13,2022-04-10,2023-10-07,Canada,40,Female,Laptop,1,2022,4,2023,10,495,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,38-47
2232,Standard,14,2022-09-10,2023-12-07,United Kingdom,34,Female,Smartphone,1,2022,9,2023,12,342,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,28-37
2233,Premium,15,2022-11-10,2023-11-07,Australia,40,Male,Tablet,1,2022,11,2023,11,281,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,38-47
2234,Basic,15,2022-10-15,2023-09-07,Germany,38,Male,Laptop,1,2022,10,2023,9,307,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,28-37
2235,Premium,11,2022-10-16,2023-10-07,France,47,Male,Smart TV,1,2022,10,2023,10,306,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,38-47
2236,Basic,13,2022-10-18,2023-11-07,Brazil,29,Male,Smart TV,1,2022,10,2023,11,304,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,28-37
2237,Standard,14,2022-10-21,2023-10-07,Mexico,49,Female,Smartphone,1,2022,10,2023,10,301,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,48-57
2238,Standard,12,2022-10-22,2023-08-07,Spain,40,Male,Smart TV,1,2022,10,2023,8,300,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,38-47
2239,Basic,12,2022-10-25,2023-11-07,Italy,51,Female,Laptop,1,2022,10,2023,11,297,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,48-57
2240,Premium,11,2022-10-29,2023-11-07,Spain,51,Female,Tablet,1,2022,10,2023,11,293,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,48-57
2241,Basic,12,2022-10-30,2023-10-07,Spain,50,Female,Smart TV,1,2022,10,2023,10,292,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,48-57
2242,Standard,10,2022-04-11,2023-09-07,United States,47,Female,Laptop,1,2022,4,2023,9,494,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,38-47
2243,Premium,10,2022-05-11,2023-12-07,Canada,40,Male,Smart TV,1,2022,5,2023,12,464,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,38-47
2244,Basic,15,2022-07-11,2023-10-07,United States,35,Female,Smart TV,1,2022,7,2023,10,403,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,28-37
